"BehaviorSpace results (NetLogo 5.2.1)"
"Risk_Attack_model.nlogo"
"vary_distance_btw_farmers"
"05/12/2017 15:12:24:357 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","100","0","100"
"[run number]","farm-size","distance-btw-households","price","Number-of-Farmers","average-node-degree","social-influence","damage","labor_fencing","N","[step]","sum [domain] of patches","mean [income] of farmers","sum [count_total_attacks] of farmers","N / A"
"84","32","22","2.5","100","4","true","0.4","0.3","50","100","9910.19999999995","309.42727272727274","7","0.005079803716384377"
"85","32","22","2.5","100","4","true","0.4","0.3","50","100","10063.29999999993","301.32272727272726","4","0.004998350544320378"
"86","32","22","2.5","100","4","true","0.4","0.3","50","100","9746.699999999986","301.94545454545454","6","0.005147051254336372"
"88","32","22","2.5","100","4","true","0.4","0.3","50","100","9960.799999999974","304.6909090909091","6","0.00504708934357556"
"87","32","22","2.5","100","4","true","0.4","0.3","50","100","10099.899999999974","308.7818181818182","1","0.004958743256109169"
"91","32","24","2.5","100","4","true","0.4","0.3","50","100","9823.3","301.49545454545455","6","0.005078565406843867"
"90","32","22","2.5","100","4","true","0.4","0.3","50","100","9913.299999999972","306.57272727272726","6","0.0050541808183729485"
"89","32","22","2.5","100","4","true","0.4","0.3","50","100","9648.999999999924","305.35","6","0.005196046847558368"
"92","32","24","2.5","100","4","true","0.4","0.3","50","100","9991.59999999999","305.81363636363636","5","0.0050230053645697196"
"93","32","24","2.5","100","4","true","0.4","0.3","50","100","9997.099999999964","307.2681818181818","3","0.005022551255135549"
"94","32","24","2.5","100","4","true","0.4","0.3","50","100","9973.599999999977","306.1636363636364","4","0.00504108484145788"
"95","32","24","2.5","100","4","true","0.4","0.3","50","100","9925.199999999988","301.46363636363634","6","0.005052495427491636"
"96","32","24","2.5","100","4","true","0.4","0.3","50","100","9845.099999999948","304.31363636363636","4","0.005118126356303473"
"97","32","24","2.5","100","4","true","0.4","0.3","50","100","9702.59999999994","304.4045454545454","5","0.005205296910135745"
"98","32","24","2.5","100","4","true","0.4","0.3","50","100","9851.899999999956","299.09090909090907","6","0.0050681668440525"
"99","32","24","2.5","100","4","true","0.4","0.3","50","100","9895.29999999997","308.05","2","0.005062368378422155"
"100","32","24","2.5","100","4","true","0.4","0.3","50","100","9886.09999999998","304.3954545454545","7","0.005074442065094939"
